16 1814 {4: 1741, 3: 73}
{(1, 8), (8, 9), (9, 1)}
{(1, 8), (8, 9), (9, 2)}
{(1, 8), (8, 9), (9, 3)}
{(1, 8), (8, 9), (9, 4)}
{(1, 8), (8, 9), (9, 5)}
{(1, 8), (8, 9), (9, 6)}
{(1, 8), (8, 9), (9, 7)}
{(1, 8), (9, 9), (8, 2)}
{(1, 8), (9, 9), (8, 3)}
{(1, 8), (9, 9), (8, 4)}
{(1, 8), (9, 9), (8, 5)}
{(1, 8), (9, 9), (8, 6)}
{(1, 8), (9, 9), (8, 7)}
{(2, 8), (8, 9), (9, 2)}
{(2, 8), (8, 9), (9, 3)}
{(2, 8), (8, 9), (9, 4)}
{(2, 8), (8, 9), (9, 5)}
{(2, 8), (8, 9), (9, 6)}
{(2, 8), (8, 9), (9, 7)}
{(2, 8), (9, 9), (8, 3)}
{(2, 8), (9, 9), (8, 4)}
{(2, 8), (9, 9), (8, 5)}
{(2, 8), (9, 9), (8, 6)}
{(2, 8), (9, 9), (8, 7)}
{(3, 8), (8, 9), (9, 3)}
{(3, 8), (8, 9), (9, 4)}
{(3, 8), (8, 9), (9, 5)}
{(3, 8), (8, 9), (9, 6)}
{(3, 8), (8, 9), (9, 7)}
{(3, 8), (9, 9), (8, 4)}
{(3, 8), (9, 9), (8, 5)}
{(3, 8), (9, 9), (8, 6)}
{(3, 8), (9, 9), (8, 7)}
{(4, 8), (8, 9), (9, 4)}
{(4, 8), (8, 9), (9, 5)}
{(4, 8), (8, 9), (9, 6)}
{(4, 8), (8, 9), (9, 7)}
{(4, 8), (9, 9), (8, 5)}
{(4, 8), (9, 9), (8, 6)}
{(4, 8), (9, 9), (8, 7)}
{(5, 8), (8, 9), (9, 5)}
{(5, 8), (8, 9), (9, 6)}
{(5, 8), (8, 9), (9, 7)}
{(5, 8), (9, 9), (8, 6)}
{(5, 8), (9, 9), (8, 7)}
{(6, 8), (8, 9), (9, 6)}
{(6, 8), (8, 9), (9, 7)}
{(6, 8), (9, 9), (8, 7)}
{(1, 8), (8, 9), (9, 11)}
{(1, 8), (8, 9), (9, 12)}
{(1, 8), (8, 9), (9, 13)}
{(1, 8), (8, 9), (9, 14)}
{(1, 8), (8, 9), (9, 15)}
{(1, 8), (9, 9), (8, 11)}
{(1, 8), (9, 9), (8, 12)}
{(1, 8), (9, 9), (8, 13)}
{(1, 8), (9, 9), (8, 14)}
{(2, 8), (8, 9), (9, 11)}
{(2, 8), (8, 9), (9, 12)}
{(2, 8), (8, 9), (9, 13)}
{(2, 8), (8, 9), (9, 14)}
{(2, 8), (9, 9), (8, 11)}
{(2, 8), (9, 9), (8, 12)}
{(2, 8), (9, 9), (8, 13)}
{(3, 8), (8, 9), (9, 11)}
{(3, 8), (8, 9), (9, 12)}
{(3, 8), (8, 9), (9, 13)}
{(3, 8), (9, 9), (8, 11)}
{(3, 8), (9, 9), (8, 12)}
{(4, 8), (8, 9), (9, 11)}
{(4, 8), (8, 9), (9, 12)}
{(4, 8), (9, 9), (8, 11)}
{(5, 8), (8, 9), (9, 11)}
{(1, 8), (3, 9), (8, 2), (9, 4)}
{(1, 8), (3, 9), (8, 2), (9, 5)}
{(1, 8), (3, 9), (8, 2), (9, 6)}
{(1, 8), (3, 9), (8, 2), (9, 7)}
{(1, 8), (3, 9), (8, 3), (9, 1)}
{(1, 8), (3, 9), (8, 3), (9, 5)}
{(1, 8), (3, 9), (8, 3), (9, 6)}
{(1, 8), (3, 9), (8, 3), (9, 7)}
{(1, 8), (3, 9), (8, 5), (9, 1)}
{(1, 8), (3, 9), (8, 5), (9, 2)}
{(1, 8), (3, 9), (8, 5), (9, 7)}
{(1, 8), (3, 9), (8, 6), (9, 1)}
{(1, 8), (3, 9), (8, 6), (9, 2)}
{(1, 8), (3, 9), (8, 6), (9, 4)}
{(1, 8), (3, 9), (8, 7), (9, 1)}
{(1, 8), (3, 9), (8, 7), (9, 2)}
{(1, 8), (3, 9), (8, 7), (9, 4)}
{(1, 8), (3, 9), (8, 7), (9, 5)}
{(1, 8), (4, 9), (8, 2), (9, 5)}
{(1, 8), (4, 9), (8, 2), (9, 6)}
{(1, 8), (4, 9), (8, 2), (9, 7)}
{(1, 8), (4, 9), (8, 3), (9, 5)}
{(1, 8), (4, 9), (8, 3), (9, 6)}
{(1, 8), (4, 9), (8, 3), (9, 7)}
{(1, 8), (4, 9), (8, 4), (9, 1)}
{(1, 8), (4, 9), (8, 4), (9, 2)}
{(1, 8), (4, 9), (8, 4), (9, 6)}
{(1, 8), (4, 9), (8, 4), (9, 7)}
{(1, 8), (4, 9), (8, 6), (9, 1)}
{(1, 8), (4, 9), (8, 6), (9, 2)}
{(1, 8), (4, 9), (8, 6), (9, 3)}
{(1, 8), (4, 9), (8, 7), (9, 1)}
{(1, 8), (4, 9), (8, 7), (9, 2)}
{(1, 8), (4, 9), (8, 7), (9, 3)}
{(1, 8), (4, 9), (8, 7), (9, 5)}
{(1, 8), (5, 9), (8, 2), (9, 4)}
{(1, 8), (5, 9), (8, 2), (9, 6)}
{(1, 8), (5, 9), (8, 2), (9, 7)}
{(1, 8), (5, 9), (8, 3), (9, 6)}
{(1, 8), (5, 9), (8, 3), (9, 7)}
{(1, 8), (5, 9), (8, 4), (9, 2)}
{(1, 8), (5, 9), (8, 4), (9, 6)}
{(1, 8), (5, 9), (8, 4), (9, 7)}
{(1, 8), (5, 9), (8, 5), (9, 1)}
{(1, 8), (5, 9), (8, 5), (9, 2)}
{(1, 8), (5, 9), (8, 5), (9, 3)}
{(1, 8), (5, 9), (8, 5), (9, 7)}
{(1, 8), (5, 9), (8, 7), (9, 1)}
{(1, 8), (5, 9), (8, 7), (9, 2)}
{(1, 8), (5, 9), (8, 7), (9, 3)}
{(1, 8), (5, 9), (8, 7), (9, 4)}
{(1, 8), (6, 9), (8, 2), (9, 4)}
{(1, 8), (6, 9), (8, 2), (9, 5)}
{(1, 8), (6, 9), (8, 2), (9, 7)}
{(1, 8), (6, 9), (8, 3), (9, 5)}
{(1, 8), (6, 9), (8, 3), (9, 7)}
{(1, 8), (6, 9), (8, 4), (9, 2)}
